Vendor,VendorNo,SingleAmt,AggregateAmt,Division,QuestionnaireDate,STATUS,TradeDescription,RequestFirstDate,RequestSecondDate,RequestThirdDate,Chk_ProjHistory,Chk_Financials,Chk_BackLog,Chk_SalesHistory,Chk_BondHistory,Chk_ProjectList,Chk_KeyOfficer,Chk_OSHA_Log,Chk_Questionnaire,ZeroHarmQ,VendorEmail,VendorAddr,VendorCity,VendorState,VendorZip,ExpirationDate,CurrBal,MinorityStatus,Folder,VendorTaxID,vendorrank,QR,SR,HR,CR,QnLink,QProjects,PrjCnt,CmpltCnt,WatchList,WatchListPeople,RecID,PLookupVID,TypicalJobSize
Verity Construction Company,NULL,500000,500000,Florida,01042024,Finaled,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,"2290 Lucien Way, Suite 100, Maitland, Florida 3275",Maitland,FL,32751,NULL,0,,VERITYCONS_85-2297690\2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39266,NULL,0
"Standard Glass Company of Wilmington, Inc.",NULL,500000,500000,Carolinas,NULL,Finaled,Div 08 - Doors and Windows,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,801 S 16th St,Wilmington,NC,28401,04/30/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39440,NULL,0
Martin & Vleminckx LTÉE,NULL,0,0,All Other Locations,NULL,Approval Required,Div 10 - Specialties,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,"1250 René-Lévesque Boulevard West, Suite 2200",Montreal,Quebec,H3B4W8,04/30/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39450,NULL,0
"J & L Glass Company, Inc.",NULL,500000,500000,Georgia,NULL,Expired,Div 13 - Special Construction,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,120 Airport Park Dr,Savannah,GA,31048,12/31/2024,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39328,NULL,0
Commercial Roofing Services LLC (CRS),NULL,750000,750000,"Washington, D.C.",05302023,Expired,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,04/30/2024,0,,COMMERCIAL_27-4237611\2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39080,NULL,0
Quantum Commercial LLC,NULL,1000000,1500000,Carolinas,06132023,Expired,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,04/30/2024,0,,QUANTUMCOM_46-4808628\2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39090,NULL,0
"Bonitz of Georgia, Inc.",NULL,1500000,2500000,Georgia,NULL,Expired,Div 07 - Thermal and Moisture Protection,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,10/31/2023,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39107,NULL,0
Paradise Architectural Panels and Steel,NULL,3000000,4000000,Florida,NULL,Expired,Div 05 - Metals,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,04/30/2024,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39104,NULL,0
"Dickerson Fencing Co., Inc.",NULL,500000,500000,Carolinas,NULL,Expired,Div 10 - Specialties,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,202 North Hoover Rd,Durham,NC,27703,04/30/2024,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39239,NULL,0
"S LBM Operating Co. 2009, LLC, dba PBS Commercial",NULL,4500000,7500000,Carolinas,NULL,Finaled,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,"4600 Marriott Drive, 100, Raleigh, North Carolina 27612",Raleigh,NC,27612,NULL,0,,SLBMOPERAT_92-0262996\2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39261,NULL,0
ACL & Associates,0,0,0,Texas,5/13/10,Do Not Use,Div 09 - Finishes,6/8/2011,7/6/2011,04/03/2012,0,0,0,0,0,0,0,0,0,NULL,gwilliams@aclassoc.com,"3913 Todd Lane, Ste 506",Austin,Texas,78744,NULL,0,,ACLASSOCIA_99-0000000\2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,1069,0,0
"Zebra Construction Company, Inc",0,0,0,Georgia,7/28/10,Do Not Use,Div 04 - Masonry,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,No,brian@zebrabuild.com,3620 Swifttater Park Drive,Suwanee,Georgia,30024,NULL,0,,ZEBRACONST_99-0000000\2010 Prequalification,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,1198,0,0
Wysin Contracting LLC,0,1000000,1250000,"Washington, D.C.",06302023,Expired,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,04/30/2024,0,,WYSINCONTR_46-0734442\2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39094,0,0
Tri-State Cold-formed Steel Components,0,1500000,2500000,All Other Locations,NULL,Expired,Div 05 - Metals,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,04/30/2024,0,,TRI-STATEC_20-0169715\2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39121,0,0
"Cody Pools, Inc. dba American Pools and Spas",0,750000,1500000,NULL,08152023,Expired,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,04/30/2024,0,,CODYPOOLSI_20-8907120\2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39141,0,0
"Industrial Services Group, Inc. dba Universal Blastco",0,1000000,1000000,NULL,NULL,Expired,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,04/30/2024,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39160,0,0
"United Hoist Equipment, Inc.",0,0,0,"Washington, D.C.",NULL,Expired,Div 11 - Equipment,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,04/30/2024,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39189,0,0
ImageNet Consulting,0,500000,500000,All Other Locations,NULL,Finaled,Div 11 - Equipment,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,"4362 Northlake Blvd, Suite 206",Palm Beach Gardens,FL,33410,04/30/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39331,0,0
TCS Services Inc.,0,500000,500000,Carolinas,NULL,Negotiating,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,04/30/2024,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39044,0,0
"Allan Myers VA, Inc.",0,20000000,30000000,"Washington, D.C.",NULL,Finaled,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,04/30/2025,0,,ALLANMYERS_54-0836881\2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39055,0,0
"Peerless Communications of FL, LLC",0,500000,500000,Carolinas,NULL,Finaled,Div 10 - Specialties,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,"8801 Westgate Park Drive, Suite 104",Raleigh,NC,27617,04/30/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39619,0,0
"Sky Limit Crane & Rigging, LLC",0,500000,500000,Florida,NULL,Expired,Div 11 - Equipment,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,04/30/2024,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39194,0,0
Edwards Concrete Company,0,750000,1500000,Florida,08102002,Expired,Div 03 - Concrete,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,04/30/2024,0,,EDWARDSCON_59-2839619\2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39123,0,0
"U.S. Wick Drain, Inc. dba USW-Menard, Inc.",0,6000000,9000000,"Washington, D.C.",04272023,Expired,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,04/30/2024,0,,USWICKDRAI_56-1832473\2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39057,0,0
Vertical Building Group LLC,0,0,0,NULL,03152023,Negotiating,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,NULL,0,,VERTICALBU_81-1950870\2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39130,0,0
RCCI DBA Ramirez Company,0,0,0,California,09132023,Negotiating,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,NULL,0,,RCCIDBARAM_81-1395167\2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39145,0,0
"SJT Orlando, LLC dba Southern Roofing and Renovations",0,0,0,Florida,10102023,In Review,Div 07 - Thermal and Moisture Protection,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,Yes,crystal@srnrusa.com,2110 E Robinson Street,Orlando,FL,32803,NULL,0,,SJTORLANDO_86-2435521\2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39163,0,0
"Big Dog Construction Services, Inc.",0,750000,750000,Florida,NULL,Finaled,Div 09 - Finishes,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,"3730 Coconut Creek Pkwy, Ste. 180",Coconut Creek,FL,33066,04/30/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39344,0,0
"Pauly Jail Building Co., Inc.",0,8000000,12000000,Georgia,NULL,Finaled,Div 28 - Alarms and Surveillance,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,2330 Centennial Dr,Gainesville,GA,30504,04/30/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39349,0,0
Moore Group Corporation,0,0,0,All Other Locations,06/03/2022,Negotiating,Div 03 - Concrete,7/13/2022,11/28/2022,12/7/2022,1,1,1,1,1,1,1,1,1,Yes,nleonard@mooregroup.com,1 Jefferson Place,Baldwin,NY,11510,NULL,0,,MOOREGROUP_46-1573926\2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,37920,0,0
"Bierlein Companies, Inc.",0,6000000,9000000,All Other Locations,06122023,Expired,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,04/30/2024,0,,BIERLEINCO_38-1940783\2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39095,0,0
Providence Construction Services LLC,0,2500000,2500000,Carolinas,NULL,Expired,Div 31 - Earthwork,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,04/30/2024,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39158,0,0
"Premier Scaffold, Inc.",0,0,0,California,11152018,Negotiating,Div 14 - Conveying,11/16/2018,12/3/2018,12/6/2021,1,1,1,1,1,1,1,1,1,Yes,safety@premierscaffold.com,4709 Kimber Ave,Bakersfield,CA,93307,NULL,0,SBE,PREMIERSCA_20-8495659\2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,26640,0,0
Graybar Electric,0,0,0,NULL,NULL,Negotiating,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,NULL,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39042,0,0
"Contexture, Inc.",0,1000000,1500000,NULL,04262023,Expired,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,04/30/2024,0,,CONTEXTURE_04-3027050\2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39127,0,0
"Youngs International Cleaning Group, Inc",0,0,0,NULL,08212023,Negotiating,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,NULL,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39128,0,0
HCC Group Holdings LLC,0,500000,500000,Georgia,NULL,Finaled,Div 16 - Electrical,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,"20, Chigoe lane",Appling,GA,30802,04/30/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39532,0,0
PI CABINETS AND MORE LLC,0,500000,500000,"Washington, D.C.",NULL,Finaled,Div 09 - Finishes,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,"4116 WALNEY ROAD, SUITE B",Chantilly,VA,20151,04/30/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39526,0,0
"Mag Construction, Inc",0,500000,500000,Florida,NULL,Finaled,Div 22 - Plumbing,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,4639 SW 75 Ave,Miami,FL,33155,04/30/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39446,0,0
Corby Associates Inc.,0,500000,500000,NULL,09192023,Expired,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,04/30/2024,0,,CORBYASSOC_22-1658244\2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39143,0,0
"Pacman Data, Voice & Electric, Inc.",0,1500000,3000000,Florida,06122024,Finaled,Div 23 - HVAC,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,Yes,kim@pacmanhef.com,751 Shotgun Road,Sunrise,FL,33326,04/30/2025,0,,PACMANDATA_65-0966238\2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39190,0,0
"David R. Mitchell & Associates, Inc.",0,1500000,2500000,Georgia,NULL,Finaled,Div 10 - Specialties,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,6000 Boat Rock Blvd SW,Atlanta,GA,30336,04/30/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39228,0,0
American Flooring Services Inc.,0,1000000,1500000,Georgia,NULL,Expired,Div 10 - Specialties,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,04/30/2024,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39193,0,0
"J3 Construction, Inc. d.b.a. O'Hara's Son Roofing Company",0,4000000,6000000,All Other Locations,NULL,Finaled,Div 07 - Thermal and Moisture Protection,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,6437 N. Avondale Ave,Chicago,IL,60631,04/30/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39491,0,0
Northwest Structural Construction Inc,0,0,0,Oregon,NULL,Negotiating,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,NULL,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39087,0,0
Athletic Construction Incorporated,0,0,0,Georgia,05182023,Negotiating,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,3744 Turkwood Drive,Oakwood,GA,30566,NULL,0,,ATHLETICCO_58-2579357\2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39063,0,0
Livingoods Inc.,0,0,0,Georgia,NULL,Negotiating,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,NULL,0,,LIVINGOODS_58-1841871\2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39043,0,0
"Zepsa Industries, Inc.",0,0,0,Carolinas,02/15/2018,Expired,Div 06 - Carpentry,4/2/2019,5/8/2019,3/11/2021,1,1,1,1,1,1,1,1,1,Yes,taylor.moore@zepsa.com,1501 Westinghouse Blvd.,Charlotte,NC,28273,04/30/2019,0,,ZEPSAINDUS_56-1715756\2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,24189,0,2000000
"A & A OF NC, INC, dba: Diamond Touch Construction",0,750000,750000,Carolinas,03012024,Finaled,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,aly@diamondtouch.net,5917 Triangle Drive,Raleigh,NC,27617,04/30/2025,0,,AAOFNCINCD_56-2229163\2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39272,0,0
Heartland Acoustics & Interiors,0,2000000,2500000,Carolinas,NULL,Finaled,Div 10 - Specialties,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,"7711 Wellborn St , STE 101",Raleigh,NC,27615,01/31/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39489,0,0
C & C Mechanical Group LLC,0,0,0,Carolinas,03292024,In Review,Div 22 - Plumbing,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,Yes,zac.cotter@Candcmechanicalgroup.com,"9541 Julian Clark Ave, suite 207",huntersville,NC,28078,NULL,0,,CCMECHANIC_87-1714389\2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39300,0,0
"Ameriland Services, LLC",0,0,0,NULL,NULL,Negotiating,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,18385 Lake Bend Drive,Jupiter,FL,33458,NULL,0,,AMERILANDS_46-3730767\2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39414,0,0
"Caruth Protection Services, LLC",0,0,0,Texas,06102024,Negotiating,Div 28 - Alarms and Surveillance,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,pryder@caruthps.com,2611 N. Belt Line Rd. Suite 113,Sunnyvale,TX,75182,NULL,0,,CARUTHPROT_85-1902395\2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39427,0,0
"Roche Bros., Inc.",0,1000000,1500000,"Washington, D.C.",NULL,Finaled,Div 09 - Finishes,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,5304 Kings Court,Frederick,MD,21703,04/30/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39486,0,0
Davis Insulation,0,500000,1500000,Georgia,NULL,Finaled,Div 07 - Thermal and Moisture Protection,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,661 NW FRONTAGE ROAD,Augusta,GA,30907,04/30/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39525,0,0
"Morris Industries, Inc. DBA Morris Steel",0,1500000,2500000,"Washington, D.C.",NULL,Finaled,Div 05 - Metals,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,1916 Anderson Hwy,Powhatan,VA,23139,04/30/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39530,0,0
Zurix Built LLC dba Zurix Roofing Systems,0,2000000,3500000,Georgia,04162024,Finaled,Div 07 - Thermal and Moisture Protection,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,Yes,Josh@ZurixRoof.com,4062 Peachtree Road Suite A522,Atlanta,GA,30319,04/30/2025,0,,ZURIXBUILT_82-4055253\2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39305,0,0
MC Electric,0,1000000,1000000,California,03062024,Finaled,Div 16 - Electrical,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,Yes,info@mcelectricpro.com,"13619 12th Street, Suite B",Chino,CA,91710,04/30/2025,0,,MCELECTRIC_42-1637424\2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39335,0,0
"Gropen, Inc",0,500000,500000,"Washington, D.C.",NULL,Finaled,Div 10 - Specialties,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,"1766 Scottsville Td, Ste A",Charlottesville,VA,22902,04/30/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39378,0,0
"Silver Oak Contracting Company, Inc",0,500000,500000,Georgia,NULL,Finaled,Div 05 - Metals,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,811 Tucker Court,Winder,GA,30680,04/30/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39389,0,0
"McPherson Enterprizes Plumbing & Trenching, Inc.",0,0,0,Carolinas,06282024,Negotiating,Div 22 - Plumbing,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,mcphersonent07@gmail.com,209 Charles Street,Elizabeth City,NC,27909,NULL,0,,MCPHERSONE_45-1739717\2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39415,0,0
Integrated Power Connections,0,500000,500000,Georgia,NULL,Finaled,Div 16 - Electrical,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,100 Bull Street Suite 200,Savannah,GA,31401,04/30/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39538,0,0
Temp Air Company,0,3500000,5000000,All Other Locations,NULL,Finaled,Div 23 - HVAC,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,51 Gwynns Mill Court,Owings Mills,MD,21117,04/30/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39472,0,0
"Branch Technology, Inc.",0,0,0,All Other Locations,NULL,Approval Required,Div 10 - Specialties,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,"1530 Riverside Drive, Suite B",Chattanooga,TN,37406,01/31/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39468,0,0
Structis Construction Solutions Company,0,500000,500000,Georgia,NULL,Finaled,Div 03 - Concrete,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,8069 Highway 5 Build A,Douglasvillle,GA,30134,04/30/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39537,0,0
"L.E. Schwartz & Son, Inc.",0,2500000,3500000,Georgia,NULL,Finaled,Div 07 - Thermal and Moisture Protection,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,"279 Reid Street, PO Box 4223",Macon,GA,31208,05/31/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39540,0,0
DL Metal Design LLC,0,850000,850000,"Washington, D.C.",NULL,Finaled,Div 05 - Metals,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,"6801 New State Road, Bldg N",Philadelphia,PA,19135,04/30/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39534,0,0
Maximum Security Products Corp,0,1000000,1000000,All Other Locations,NULL,Finaled,Div 10 - Specialties,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,NULL,NULL,3 Schoolhouse Lane,Waterford,NY,12188,04/30/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39505,0,0
"The Motz Group, LLC",0,2000000,3500000,Carolinas,NULL,Finaled,Div 10 - Specialties,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,1913 Scott Futrell Drive,Charlotte,NC,28208,04/30/2025,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39518,0,0
"Bridgeline General Construction, Inc.",0,1500000,2000000,NULL,NULL,Expired,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,04/30/2024,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39165,0,0
"B & N Grading, Inc.",0,0,0,NULL,09262023,Negotiating,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,NULL,0,,BNGRADINGI_27-2371677\2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39149,0,0
"Hiltz Propane Systems, Inc.",0,500000,500000,"Washington, D.C.",NULL,Expired,Div 43 - Gas and Liquid Handling,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,04/30/2024,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39132,0,0
"L.M. Sessler Excavating & Wrecking, Inc.",0,0,0,All Other Locations,NULL,Negotiating,Div 02 - Site Conditions,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,NULL,0,,LMSESSLERE_16-1056968\2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39118,0,0
Carolina Commercial Floorcovering Inc.,0,500000,500000,Carolinas,07202022,Expired,Div 09 - Finishes,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,2918 Orville Wright Way,Wilmington,NC,28405,04/30/2024,0,,CAROLINACO_56-2247901\2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39164,0,0
"L & S Erectors, Inc",0,0,0,"Washington, D.C.",06052023,Expired,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,8521 Crow Road,Litchfield,OH,44253,04/30/2024,0,,LSERECTORS_34-1478949\2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39068,0,0
"Innovative Life Safety Solutions, LLC",0,0,0,Georgia,NULL,Negotiating,Div 21 - Fire Suppression,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,NULL,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39105,0,0
Acme Millwork Inc.,0,500000,500000,NULL,07252023,Expired,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,04/30/2024,0,,85-0993090\2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39119,0,0
Baltimore Fabrication LLC,0,3500000,7000000,"Washington, D.C.",NULL,Expired,Div 05 - Metals,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,04/30/2024,0,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39131,0,0
